BD Ticket #,Server SN,IP Address,START DATE,END DATE,Product Name,Model,RACK,FAULT TYPE,If change Part,Foxconn PN,OLD Manufacturer,OLD PN,NEW Manufacturer,NEW PN,OLD PART SN,NEW PART SN,PART POSITION,Error Description,FEEDBACK,TECH,Repair Time,Period,Status,Requester,Notes,Initial Stock Status ,FOXCONN CHINA or USA,Platform,Over time reason,HHPN
1794567,MXX1410979,10.233.141.156,2024/1/12,2024/1/12,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P100-J-34,Memory,Y,N/A,Hynix,HMA84GR7CJR4N-VK TF AD 111,Hynix,HMA84GR7CJR4N-VK T3 AC 024,80AD012111356CD71C,80AD022024218090F6,SKT0_CTR1_CH0_D0,Memory CE (Count) > Max (Kernel) CEDayCount: (505214) > 500000,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced CPU0D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Zihao Lin,2024/1/12,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN CHINA,Purley,,
1751588,MXX3300213,fdbd:dc61:17:347::17,2024/1/12,2024/1/12,S27S2-I8VD3B-US,S520-A5,USVACT_D_DH12-J-16,FAN,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAN9_R_SPEED,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (19) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Swapped FAN8 and FAN9, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Zihao Lin,2024/1/12,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1751588,MXX3300213,fdbd:dc61:17:347::17,2024/1/12,2024/1/12,S27S2-I8VD3B-US,S520-A5,USVACT_D_DH12-J-16,FAN,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAN9_F_SPEED,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (19) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Swapped FAN8 and FAN9, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Zihao Lin,2024/1/12,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1794898,MXX1400132,10.189.154.238,2024/1/15,2024/1/16,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P218-K-44,Memory,Y,N/A,Hynix,HMA84GR7CJR4N-VK T3 AD 116,Hynix,HMA84GR7CJR4N-VK T3 AC 022,80AD02211623BF18AD,80AD022022216250FA,SKT0_CTR0_CH0_D0,Memory CE (Count) > Max (Kernel)/CEDayCount: (635983) > 500000,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced SKT0_CTR0_CH0_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Guoping li/Tianyu Yang,2024/1/16,10~17,Confirm Closed,Hamza Lodhi/hamza.lodhi,,,FOXCONN CHINA,Purley,,
1782442,MXX3360155,fdbd:dc61:19:29::20,2024/1/14,2024/1/16,B16S2-I8VD2-US,G220-A5,USVADRTM2_M2_M216-A-42,Memory,Y,N/A,"
Hynix",HMAA4GR7CJR8N-XN TG AC 248,Hynix,HMAA4GR7CJR8N-XN TG AC 235,80AD012248763D1FAC,80AD01223545DF9BAC,P0_C4_D0,Uncorrectable ECC other uncorrectable memory error/5f | 12/27/2023 | 11:47:58 | Memory P0_C4_D0_Status | Uncorrectable ECC | Asserted,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P0_C4_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Guoping li/Tianyu Yang,2024/1/16,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1794592,MXX3320204,fdbd:dc61:1a:425::24,2024/1/13,2024/1/16,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M116-P-18,Disk,Y,N/A,Western Digital,WUH721818ALE6L4,Western Digital,WUH721818ALE6L4,4BKVEXSY,4BKUU0KY,20,Disk: Lost (Unrecognized)/0_20 20 0 /dev/sdu part ext4 OK /data20 SAS_HBA PCGAW660 18TB 4BKVEXSY HDD WUH721818ALE6L4 Western Digital 500062b211710680 300062b21171068e 5000cca2b6f64c71 0 0 -1 -1 /dev/sg20 20 0 0000:65:00.0,"1. This is a ByteDance DISK Failure ticket. 2. Replaced Slot 20 disk, then no error on the server. 3. Used Dora system and now the ticket is closed.",Guoping li/Tianyu Yang,2024/1/16,10~17,Confirm Closed,Richard Jang/richard.jang,,,FOXCONN AMERICA,Whitley,,
1795921,MXX2330597,10.54.130.137,2024/1/15,2024/1/16,B16S2-I8VD2-US,G220-A5,USVASTEKCR_C1STE7_DH101-D-04,CPU,Y,N/A,"
Intel",110118100-187-G,Intel,110118100-187-G,72N5504000715,43FK955501268,CPU1,e8 | 01/14/2024 | 09:14:43 | Processor CPU1_Status | Throttled | Asserted,"1. This is a ByteDance CPU Failure ticket. 2. Replaced CPU1, then no error on the server. 3. Used Dora system and now the ticket is closed.",Tianyu Yang/Naiquan qiao,2024/1/16,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1796593,MXX3110433,fdbd:dc61:16:41::15,2024/1/16,2024/1/17,B20S2-I8VD2-US,G220-A5,USVACT_C_DH11-C-13,Memory,Y,N/A,Samsung,VN M393A4K40EB3-CWE 2230,Samsung,VN M393A4K40EB3-CWE 2227,H0CB000230524EEEB5,H1JY250227520469BB,P0_C1_D0,Configuration error/SensorName:P0_C1_D0_Status;Status:0x8080,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P0_C1_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Tianyu Yang,2024/1/17,10~17,Confirm Closed,isaac.xu/isaac.xu,"BD currently lack man power to operate at normal capacity due to weather, will fix tomorrow",,FOXCONN AMERICA,Whitley,,
1797088,MXX3390410,fdbd:dc61:19:207::46,2024/1/17,2024/1/18,B20S2-I8VD2-US,G220-A5,USVADRTM2_M2_M216-F-35,FAN,Y,N/A,Delta,PFR0612XHE-01,Delta,PFR0612XHE-01,H87P7Q01588,H87N8D06796,FAN2_F_SPEED,"Speed Critical (Sensor)/Speed:0.000,SensorStatus:cr; HourCount: (6) >= 6","1. This is a ByteDance Fan Failure ticket. 2. Replaced Fan2 and MB, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li/TIanyu Yang,2024/1/17,10~17,Confirm Closed,isaac.xu/isaac.xu,May have MB issue,,FOXCONN AMERICA,Whitley,,
1797088,MXX3390410,fdbd:dc61:19:207::46,2024/1/17,2024/1/18,B20S2-I8VD2-US,G220-A5,USVADRTM2_M2_M216-F-35,Motherboard,Y,N/A,Foxconn,02012WS00-600-G,Foxconn,02012WS00-600-G,02012WS00T0JI80Z4,02012WS00T0JI80ME,FAN2_F_SPEED,"Speed Critical (Sensor)/Speed:0.000,SensorStatus:cr; HourCount: (6) >= 6","1. This is a ByteDance Fan Failure ticket. 2. Replaced Fan2 and MB, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li/TIanyu Yang,2024/1/17,10~17,Confirm Closed,isaac.xu/isaac.xu,FC6179B5D67C,,FOXCONN AMERICA,Whitley,,
1796920,MXX3020034,10.39.132.217,2024/1/17,2024/1/17,B16S2-I8VD2-US,G220-A5,USVASTE_DRTR_R216-L-02,Memory,Y,N/A,"
Hynix",HMAA4GR7CJR8N-XN T8 AC 218,Hynix,HMAA4GR7CJR8N-XN TG AD 242,80AD012218962D63B4,80AD01224237213A00,P0_C0_D0,Uncorrectable ECC other uncorrectable memory error/SensorName:P0_C0_D0_Status;Status:0x0280,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P0_C0_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Tianyu Yang,2024/1/17,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1626476,MXX2390281,10.54.76.15,2024/1/16,2024/1/17,B20S2-I8VD2-US,G220-A5,USVASTEKCR_C1STE7_DH201-L-04,Memory,Y,N/A,Micron,MTA18ASF4G72PDZ-3G2E1 226,Micron,MTA18ASF4G72PDZ-3G2E1 226,S802C0F22263914A2DE,S802C0F222638FA424B,P0_C1_D0,Uncorrectable ECC other uncorrectable memory error/d0 | 03/25/2023 | 20:34:32 | Memory P0_C1_D0_Status | Uncorrectable ECC | Asserted,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P0_C1_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Tianyu Yang,2024/1/17,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1626476,MXX2390281,10.54.76.15,2024/1/16,2024/1/17,B20S2-I8VD2-US,G220-A5,USVASTEKCR_C1STE7_DH201-L-04,Memory,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SKT0_CTR0_CH1_D0,Uncorrectable ECC other uncorrectable memory error/EDAC MC0: 1 UE memory read error on CPU_SrcID#0_MC#0_Chan#1_DIMM#0 (channel:1 slot:0 page:0x167bf3d offset:0xe80 grain:32 - err_code:0x0000:0x009f SystemAddress:0x167bf3de80 ProcessorSocketId:0x0 MemoryControllerId:0x0 ChannelAddress:0x57efcf780 ChannelId:0x1 RankAddress:0x2bf7e7780 PhysicalRankId:0x1 DimmSlotId:0x0 Row:0x16fb9 Column:0x2f8 Bank:0x2 BankGroup:0x1 ChipSelect:0x1 ChipId:0x0 retry_rd_err_log[0059888f 00000000 07000000 00c12040 00016fb9 000000167bf28f00] correrrcnt[0000 0003 0000 0000 0000 0000 0000 0000]),"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P0_C4_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Tianyu Yang,2024/1/17,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1626476,MXX2390281,10.54.76.15,2024/1/16,2024/1/17,B20S2-I8VD2-US,G220-A5,USVASTEKCR_C1STE7_DH201-L-04,Memory,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
memCrptUser",Memory UE (User Access)/mce: Uncorrected hardware memory error in user-access at 167bf29f80,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P0_C4_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Tianyu Yang,2024/1/17,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1796585,MXX3070107,10.62.182.144,2024/1/17,2024/3/26,S19S2-I8VD2-US,G220-A5,USORD03_EQCH4_08-008840-01-04,Disk,Y,N/A,Intel,SSDPF2KX076TZ,Intel,SSDPF2KX076TZ,PHAC222002JR7P6CGN,PHAC223200EL7P6CGN,nvme3n1,"
NVME: Lost (in System lost but in lspci exist)","1. This is a ByteDance Disk Failure ticket. 2. Replaced nvme3n1, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/2/1,10~17,Confirm Closed,Zayden Rahman/zayden.rahman,Chicago CDN,,FOXCONN AMERICA,Whitley,,
1797314,MXX3310147,fdbd:dc61:19:231::19,2024/1/18,2024/1/18,B20S2-I8VD2-US,G220-A5,USVADRTM2_M2_M216-G-42,Memory,Y,N/A,Hynix,HMAA4GR7CJR8N-XN,Hynix,HMAA4GR7CJR8N-XN,80AD01223696A04FB8,80AD01223545DF9B9A,P1_C0_D0,Uncorrectable ECC other uncorrectable memory error/4f | 01/17/2024 | 09:25:04 | Memory P1_C0_D0_Status | Uncorrectable ECC | Asserted,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P1_C0_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/1/18,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1797522,MXX3020034,10.39.132.217,2024/1/18,2024/1/18,B16S2-I8VD2-US,G220-A5,USVASTE_DRTR_R216-L-02,Memory,Y,N/A,Hynix,HMAA4GR7CJR8N-XN,Hynix,HMAA4GR7CJR8N-XN,80AD01224237213A00,80AD01223545DF99A5,P0_C0_D0,Uncorrectable ECC other uncorrectable memory error/47 | 01/17/2024 | 15:10:55 | Memory P0_C0_D0_Status | Uncorrectable ECC | Asserted,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P0_C0_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/1/18,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1795442,MXX1420936,10.217.21.82,2024/1/18,2024/1/18,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P106-G-19,MotherBoard (CPU),Y,N/A,Intel,110112L00-187-G,Intel,110112L00-187-G,M1YS488600098,725R7C4501329,Motherboard Failed,"CPU IERR events occur for both CPU 0 and CPU 1 at the same timestamp. The chances of two CPUs being bad (and reporting errors at the same time) is statistically unlikely. The issue most likely follows the motherboard. The system appears to fail POST with the following message reported before SOL crashes: ""SetDevStatus cpu upi init fail. Data = 00 4C A5 01 01 00 03 00 00 00 00 00 00 00 Status=Success"" UPI appears to be ""Intel Ultra Path Interconnect"" from a cursory Google search. From SEL: 5c | 01/13/2024 | 16:47:37 | Processor CPU0_Status | IERR | Asserted 5d | 01/13/2024 | 16:47:37 | Processor CPU1_Status | IERR | Asserted","1. This is a ByteDance MB Failure ticket. 2. Replaced Mobo, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/1/18,10~17,Confirm Closed,John Bernstein/john.bernstein,,,FOXCONN CHINA,Purley,,
1795442,MXX1420936,10.217.21.82,2024/1/18,2024/1/18,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P106-G-19,MotherBoard (CPU),Y,N/A,Intel,110112L00-187-G,Intel,110112L00-187-G,M1YS488600198,M2L4536Q01409,Motherboard Failed,"CPU IERR events occur for both CPU 0 and CPU 1 at the same timestamp. The chances of two CPUs being bad (and reporting errors at the same time) is statistically unlikely. The issue most likely follows the motherboard. The system appears to fail POST with the following message reported before SOL crashes: ""SetDevStatus cpu upi init fail. Data = 00 4C A5 01 01 00 03 00 00 00 00 00 00 00 Status=Success"" UPI appears to be ""Intel Ultra Path Interconnect"" from a cursory Google search. From SEL: 5c | 01/13/2024 | 16:47:37 | Processor CPU0_Status | IERR | Asserted 5d | 01/13/2024 | 16:47:37 | Processor CPU1_Status | IERR | Asserted","1. This is a ByteDance MB Failure ticket. 2. Replaced Mobo, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/1/18,10~17,Confirm Closed,John Bernstein/john.bernstein,,,FOXCONN CHINA,Purley,,
1797907,MXX1400132,10.189.154.238,2024/1/19,2024/1/19,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P218-K-44,Memory,Y,N/A,Hynix,HMA84GR7CJR4N-VK,Hynix,HMA84GR7CJR4N-VK,80AD022022216250FA,80AD012025840E17F7,SKT0_CTR0_CH0_D0,"Uncorrectable ECC other uncorrectable memory error/EDAC MC0: 1 UE memory read error on CPU_SrcID#0_MC#0_Chan#0_DIMM#0 (channel:0 slot:0 page:0x14f1e8a offset:0x400 grain:32 - OVERFLOW err_code:0x0101:0x0090 socket:0 imc:0 rank:1 bg:0 ba:3 row:0x1b2f8 col:0x160 retry_rd_err_log[0000a80f 00000000 44048808 0458c040 0001b2f8] correrrcnt[0000 047a 0000 0000 0000 0000 0000 0000])

--","1. This is a ByteDance DIMM Failure ticket. 2. Replaced CPU0A0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/1/19,10~17,Confirm Closed,Jonathan Medina/jonathan.medina,,,FOXCONN CHINA,Purley,,
1792484,MXX3180286,fdbd:dc61:20:399::12,2024/1/19,2024/1/19,B16S2-I8VD2-US,G220-A5,USVADRTM2_M2_M224-J-47,Disk,Y,N/A,Samsung,MZQL21T9HCJR-00B7C,Samsung,MZQL21T9HCJR-00B7C,S63SNC0T757336,S63SNC0T823583,nvme1n1,NVME: Lost (in System lost but in lspci exist),"1. This is a ByteDance DISK Failure ticket. 2. Replaced nvme1 disk, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/1/19,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1799583,MXX2311320,10.222.114.37,2024/1/22,2024/1/22,B20S2-I8VD2-US,G220-A5,USVASTE_DRTR_R208-J-42,Disk,Y,N/A,Intel,SSDPF2KX019T1,intel,SSDPF2KX019T1M,PHAX207600B61P9BGN,PHAX248206D11P9BGN,nvme1n1,Disk: Lost (Unrecognized),"1. This is a ByteDance DISK Failure ticket. 2. Replaced nvme1 disk, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/1/22,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1798993,MXX1460527,10.233.128.137,2024/1/22,2024/1/22,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P100-C-39,Memory,Y,N/A,Hynix,HMA84GR7DJR4N-XN,Hynix,HMA84GR7CJR4N-VK,23EEA5AF,80AD0122173695C924,P1_C1_D0,"Memory Device Disabled/df | 01/22/2024 | 06:35:29 | Memory CPU1B0_DIMM_Stat | Memory Device Disabled | Asserted Error Size: 16 GB, Right Size: 32 GB, need to replace memory","1. This is a ByteDance DIMM Failure ticket. 2. Replaced P1_C1_D0  DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/1/22,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN CHINA,Purley,,
1798993,MXX1460527,10.233.128.137,2024/1/22,2024/1/22,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P100-C-39,Memory,N,N/A,Hynix,HMA84GR7DJR4N-XN,N/A,N/A,N/A,N/A,SKT1_CTR0_CH1_D0,Memory CE (Count) > Max (Kernel)/CEDayCount: (1592880) > 500000,1. This is a ByteDance  duplicate DIMM Failure ticket. 2. No action needed.,mingquan li,2024/1/22,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN CHINA,Purley,,
1799430,MXX1510620,10.217.83.43,2024/1/22,2024/1/22,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P106-A-78,Memory,Y,N/A,Hynix,HMA84GR7CJR4N-VK,Hynix,HMA84GR7CJR4N-VK,80AD02211623C528AC,80AD022024217E7E51,SKT0_CTR1_CH1_D0,Uncorrectable ECC other uncorrectable memory error/EDAC MC1: 1 UE memory read error on CPU_SrcID#0_MC#1_Chan#1_DIMM#0 (channel:1 slot:0 page:0x24a961b offset:0x980 grain:32 - OVERFLOW err_code:0x0101:0x0091 socket:0 imc:1 rank:0 bg:0 ba:2 row:0x188c0 col:0x298 retry_rd_err_log[0000a80f 00000000 10002000 04248000 000088bf] correrrcnt[0092 0000 0000 0000 0000 0000 0000 0000]),"1. This is a ByteDance DIMM Failure ticket. 2. Replaced SKT0_CTR1_CH1_D0  DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/1/22,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN CHINA,Purley,,
1799559,MXX2380344,10.62.105.87,2024/1/22,2024/2/8,S19S2-I8VD2-US,G220-A5,USCALA1_CSLA1_1500-1582-02-02,CPU,Y,N/A,intel,110118100-187-G,intel,110118100-187-G,720P94S501063,73P462R400071,CPU0,IERR,"1. This is a ByteDance CPU Failure ticket. 2. Replaced CPU0, no error on the server. 3. Informed Bytedance person to do the real time verification, Waiting for the ticket to be closed.",Haiming Ye,2024/2/1,,Confirm Closed,Yongnan Ma/yongnan.ma,LA CDN,,FOXCONN AMERICA,Whitley,,
1730411,MXX2380408,10.62.109.21,2024/1/23,2024/1/23,S19S2-I8VD2-US,G220-A5,USIAD02_EQDC21_02-121270-01-07,Disk,Y,N/A,intel,SSDPF2KX076TZ,intel,SSDPF2KX076TZ,BTAC207300D17P6CGN,PHAC152000XS7P6CGN,nvme7n1,Disk: Lost (Unrecognized),"1. This is a ByteDance DISK Failure ticket. 2. Replaced nvme7 disk, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/1/23,10~17,Confirm Closed,gustavo.abreu,VA CDN,,FOXCONN AMERICA,Whitley,,
1800615,MXX3340323,fdbd:dc61:19:101::34,2024/1/23,2024/1/23,B16S2-I8VD2-US,G220-A5,USVADRTM2_M2_M216-C-40,MotherBoard,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Motherboard Failed,Server not POSTing,1. This is a ByteDance MB Failure ticket. 2. Checked the server and found no hardware issue. 3. Rebooted the server and  verified that server was good now. 4 Noticed the FE to put information on DORA and close this ticket.,mingquan li,2024/1/23,10~17,Confirm Closed,Rhine Corpuz/rhine.corpuz,,,FOXCONN AMERICA,Whitley,,
1801307,MXX2391574,10.54.126.140,2024/1/24,2024/1/24,B16S2-I8VD2-US,G220-A5,USVASTEKCR_C1STE7_DH101-C-16,Memory,Y,N/A,Samsung,VN M393A4K40EB3-CWE 2227,Samsung,VN M393A4K40EB3-CWE 2237,H0S500022752040DCA,H1FA00023742272C4D,P0_C5_D0,Uncorrectable ECC other uncorrectable memory error SensorName:P0_C5_D0_Status;Status:0x0280,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P0_C5_D0  DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/1/24,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1608981,MXX1400291,10.189.204.108,2024/1/24,2024/1/24,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P218-F-41,Memory,Y,N/A,Hynix,HMA84GR7CJR4N-VK T3 AD 116,Hynix,HMA84GR7CJR4N-VK TF AC 025,80AD02211623C56EBC,80AD01202553D92B8B,P1_C2_D0,Memory Device Disabled 11 | 02/09/2023 | 10:47:22 | Memory CPU1C0_DIMM_Stat | Memory Device Disabled | Asserted,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced CPU1C0  DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/mingquan li,2024/1/24,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN CHINA,Purley,,
1765175,MXX3320026,fdbd:dc61:1a:335::14,2024/1/24,2024/1/24,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M116-L-19,FAN,Y,N/A,Nidec,R40W12BS5NB8-07T022,Nidec,R40W12BS5NB8-07T022,N5033A0XRA,N5037515LA,FAN9_R_SPEED,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (22) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN9, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/mingquan li,2024/1/24,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1765175,MXX3320026,fdbd:dc61:1a:335::14,2024/1/24,2024/1/24,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M116-L-19,FAN,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAN9_F_SPEED,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (22) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN9, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/mingquan li,2024/1/24,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1764455,MXX3320156,fdbd:dc61:1a:425::37,2024/1/24,2024/1/24,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M116-P-19,Disk,Y,N/A,Western Digital,WUH721818ALE6L4,Western Digital,WUH721818ALE6L4,2VH7H1SA,4BKSWBKH,23,Disk: Lost (Unrecognized),"1. This is a ByteDance Disk Failure ticket. 2. Replaced HDD23, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/mingquan li,2024/1/24,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1780905,MXX1440178,10.233.172.221,2024/1/24,2024/1/25,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P100-K-28,Memory,Y,N/A,Hynix,HMA84GR7DJR4N-XN T4 AC 123,Hynix,HMA84GR7DJR4N-XN T4 AD 217,80AD02212324255032,80AD0122173695C91C,SKT0_CTR1_CH0_D0,Memory CE (Count) > Max (Kernel)/CEDayCount: (551503) > 500000,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced CPU0D0  DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Tianyu Yang,2024/1/25,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN CHINA,Purley,,
1754561,MXX1440042,10.233.169.205,2024/1/24,2024/1/25,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P100-G-67,Memory,Y,N/A,Hynix,HMA84GR7DJR4N-XN T4 AC 123,Hynix,HMA84GR7DJR4N-XN T4 AD 217,80AD0221232428E2F5,80AD0122173695C93E,SKT0_CTR1_CH0_D0,Memory CE (Count) > Max (Kernel)/CEDayCount: (540632) > 500000,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P0_C5_D0  DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Tianyu Yang,2024/1/25,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN CHINA,Purley,,
1792695,MXX1421428,10.233.173.143,2024/1/25,2024/1/26,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P100-K-33,Memory,Y,N/A,Samsung,M393A4K40DB3-CWE,Samsung,M393A4K40DB3-CWE,H0GY0001344776F099,S0M5A301263144A700,SKT1_CTR1_CH1_D0,Memory CE (Kernel) mce: Uncorrected hardware memory error in user-access at 3a4a3e2f40==============================EDAC MC3: 2 CE memory read error on CPU_SrcID#1_MC#1_Chan#1_DIMM#0 (channel:1 slot:0 page:0x3a4a3e6 offset:0xbc0 grain:32 syndrome:0x0 - OVERFLOW err_code:0x0101:0x0091 socket:1 imc:1 rank:1 bg:3 ba:3 row:0x6637 col:0x1c8 retry_rd_err_log[0000a80f 00000000 0007000e 0448f040 00006637] correrrcnt[0000 0630 0000 0000 0000 0000 0000 0000]),"1. This is a ByteDance DIMM Failure ticket. 2. Replaced SKT1_CTR1_CH1_D0  DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/1/26,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN CHINA,Purley,,
